ZIPCODE,SVI_HC_Disability,SVI_HC_English,SVI_HH_SingleParent,SVI_SS_Poverty,SVI_SS_No_HS,SVI_HT_MultiUnit,SVI_HT_Crowding,SVI_HT_MobileHomes,SVI_SS_HousingBurden,SVI_HT_NoVehicle,SVI_SS_No_Health_Ins
63632,21.46,0,13.02,33.95,15.94,0,1.48,17.93,29.7,2.47,20.07
63656,23.78,0,0,11.54,16.88,0,2.8,22.94,0,9.35,9.44
63660,22.58,0,52.37,37.52,23.64,0,5.75,45.43,50.68,1.98,7.65
63662,19.13,0,0,29.47,9.74,1.75,8.98,14.02,21.95,4.31,5.4
63663,27,0,49.25,45.69,15.75,1.84,7.21,0.52,35.22,2.4,28.29
63664,29.38,0.06,26.62,23.8,19.95,0.27,1.19,20.62,35.53,5.01,13.87
63665,18.92,0,35,24.32,6.34,0,0,34.51,0,0,12.43
63670,16.38,0.26,27.4,13.68,7.74,2.49,1.07,8.74,20.12,3.25,5.28
63673,16.88,0,16.61,16.88,7.26,0,3.64,18.9,12,3.35,12.09
63674,,0,,,,0,,0,,,
63675,63.22,0,,25.29,35,0,0,4.04,,0,0
63752,12.45,0.75,29.16,24.69,7.26,8.1,0.92,2.95,47.26,4.76,8.1
63702,12.45,0.75,29.16,24.69,7.26,8.1,0.92,2.95,47.26,4.76,8.1
63701,12.45,0.75,29.16,24.69,7.26,8.1,0.92,2.95,47.26,4.76,8.1
63703,20.35,0.29,60.26,43.19,12.36,17.11,1.67,6.53,49.49,16.42,11.25
63730,16.72,0,13.58,23.5,18.23,0,0.46,15.56,38.32,7.55,13.28
63732,11.16,0,0.55,8.11,6.3,0,1.39,3.73,25,5.01,1.72
63735,18.05,0,30.6,39.01,24.49,0,0.89,24.35,53.45,10.71,15.37
63736,14.69,0,34.67,25.47,10.58,0,2.74,37.62,34.73,1.34,11.7
63738,,0,,,,,,,,,
63739,10.63,0,31.43,50.63,21.32,0,0,23.14,37.5,0,11.71
63744,17.26,0,17.37,15.98,13.9,3.25,6.2,13.02,41.1,6.3,6.11
63740,17.26,0,17.37,15.98,13.9,3.25,6.2,13.02,41.1,6.3,6.11
63742,18.99,0,42.86,48.1,19.57,0,0,55.26,,0,3.8
63743,18.64,0,0,0,0,0,0,10.26,,0,0
63745,0,0,,50,50,0,0,0,0,0,100
63746,28.95,0,,13.16,7.89,0,0,0,0,20,0
63747,19.74,0,0,1.3,6.91,0,0,19.32,0,4.64,1.86
63748,9.17,0,16.94,13.05,21.86,0,1.1,10.61,5.88,1.83,5.09
63737,9.17,0,16.94,13.05,21.86,0,1.1,10.61,5.88,1.83,5.09
63750,20,0,100,20,0,0,0,55.56,,0,20
63751,27.68,0.8,44.4,22.74,26.19,0,0.99,20.46,48.65,1.39,16.95
63779,13.69,0.12,20.41,12.73,8.21,1.81,1.78,7.4,35.44,2.37,5.39
63755,13.69,0.12,20.41,12.73,8.21,1.81,1.78,7.4,35.44,2.37,5.39
63758,7.46,0,5,10.45,1.54,0,0,0,13.33,17,2.24
63760,20.81,0,7.25,12.13,9.61,0,0,5.13,0,13.3,5.09
63763,4.83,0,19.51,43,7.23,0,0,19.78,,0,0
63764,24.45,0,28.43,30.19,18.41,0.72,2.26,10.02,62.91,8.35,8.04
63766,21.83,0,10.82,12.61,3.6,0,0,17.57,44.44,1.63,12.1
63767,24.24,0,38.1,45.33,29.18,0,2.14,14.29,45.16,14.23,16.55
63769,13.9,0,25.69,18.13,10.93,0,0.64,8.56,58.33,2.99,5.2
63770,13.82,0,44.44,38.93,17.39,0,10.42,43.08,80,0,15.13
63771,15.93,0.28,20.27,20.69,12.93,0.27,2.04,14.92,35.1,6.42,15.21
63774,11.6,0,0,6.08,12.09,0,57.89,44.74,0,0,7.18
63776,14.03,0.51,16.91,18.62,13.41,3.51,1.18,8.52,45.43,4.64,6.15
63775,14.03,0.51,16.91,18.62,13.41,3.51,1.18,8.52,45.43,4.64,6.15
63780,18.03,0.02,53.92,32.36,17.22,1.27,4.32,9.64,53.55,3.98,10.99
63781,9.2,0,3.63,21.38,5.65,0,6.75,5.11,24.24,5.19,5.52
63782,24.07,0,0,26.56,32.16,0,0,18.25,100,0,4.98
63783,0,0,,0,6.67,0,0,0,,0,0
63784,31.88,0,100,49.53,24.85,0,0,10.62,100,6.41,21.83
63785,11.72,0.31,4.74,11.35,6.36,0,0,17.9,60,2.26,6.9
63787,28.01,0,66.2,23.13,13.65,0,0,24.59,50,7.57,3.58
63801,22.62,0.56,37.98,25.53,14.9,2.67,2.21,5.27,41.08,10.05,9.57
63820,25.46,0,73.58,46.98,20.14,0,0,23.93,100,1.15,13.43
63821,34.81,1.06,68.18,54.73,29.61,0,0,18.04,56.82,3.82,13.75
63822,25.84,0,37.79,34.15,26.39,2.24,0,1.64,29.73,2.1,12.6
63823,25.22,0,25.23,22.93,21.8,3.3,0.41,13.55,45.68,2.03,9.3
63824,21.9,0,0,21.9,43.48,0,2.86,10.34,65,0,7.62
63825,27.9,0,35.28,25.06,22.17,0.29,1.8,12.78,46.06,6.55,18.9
63826,42.11,0,0,28.95,0,0,0,0,,0,0
63840,24.21,0.45,24.76,24.71,27.29,0,0.72,21.45,62.5,2.53,15.56
63827,24.21,0.45,24.76,24.71,27.29,0,0.72,21.45,62.5,2.53,15.56
63828,20.97,0,38,41.94,35.4,0,4.48,43.14,0,10.45,23.12
63829,20.61,1.62,54.78,40.82,26.53,0.62,6.48,11.01,69.16,11.05,23.66
63830,31.02,0.08,59.12,37.79,22.67,3.47,3.76,4.55,55.65,18.09,12.53
63833,83.76,0,,13.68,35.9,0,0,25.27,0,6.1,0
63834,14.35,0,36.13,40.03,20.45,0.82,1.18,5.81,61.22,17.87,13.92
63837,18.53,4.01,28.1,33.47,25.75,0,2.54,14.78,44.83,4.45,22.04
63839,17.9,0.27,61.84,33.08,27.8,0,3.55,15.03,19.28,3.55,19.33
63841,26.18,0.11,44.73,25.97,18.82,1.25,1.17,6.31,40,5.9,9.69
63881,32.24,2.17,33.51,39.32,25.58,1.3,0.61,6.02,51.05,16.81,9.64
63845,32.24,2.17,33.51,39.32,25.58,1.3,0.61,6.02,51.05,16.81,9.64
63850,22.82,0.15,52.02,32.79,22.41,0,1.13,13.03,53.33,2.64,16.06
63846,22.82,0.15,52.02,32.79,22.41,0,1.13,13.03,53.33,2.64,16.06
63847,0,0,,0,0,0,0,0,,0,0
63848,21.84,0,31.65,30.87,22.32,1.12,2.22,19.29,59.72,6.4,13.14
63849,49.27,0,25,14.63,40.88,0,0,71.26,75,1.43,1.46
63851,21.04,0.34,67.25,57.69,20.22,0.81,6.36,8.65,57.87,20.34,11.85
63852,20.64,0,28.69,35.83,17.77,0.29,1.41,27.51,40,7.03,13.88
63853,38.41,7.25,0,26.81,45.16,0,0,24.73,100,4.23,1.45
63875,24.3,0,37.8,20.64,21.04,0,0,18.67,66.67,10.83,11.39
63855,24.3,0,37.8,20.64,21.04,0,0,18.67,66.67,10.83,11.39
63857,19.95,0.68,48.47,32,18.28,4.86,4.14,5.73,37.24,13.7,16.43
63860,7.93,0,,44.51,19.01,0,0,9.9,100,21.59,12.2
63862,20.54,0,70.25,39.53,21.67,0.66,2.96,9.04,37.32,5.92,18.15
63863,16.6,0,43.69,38.73,17.05,1.86,2.05,10.42,48.31,6.76,17.96
63866,20.28,0,48.09,58.25,16.81,2.28,4.27,31.96,48.53,10.98,9.67
63867,19.79,0,38.13,40.14,30.54,0,0,22.1,35.63,1.49,18.92
63868,36.15,0,24.72,36.38,29.31,0,0,19.11,32.14,10.79,18
63869,23.16,0.22,63.7,31.48,12.26,4.28,0.13,10.64,45.05,12.94,16.08
63870,14.3,1.33,60.57,53.96,17,0,4.88,10.44,82.65,9.57,9.71
63873,17.1,0,48.99,33.11,20.62,0,2.03,11.63,51.07,6.2,12.25
63874,20.23,0,68.89,17.9,14.2,0,1.64,11.8,52.63,4.92,13.62
63876,20.57,9.11,47.01,38.04,29.29,0.55,2.89,10.67,46.67,7.52,22.25
63877,24.84,0.31,61.32,40.21,15.19,0,3.91,4.68,60.98,7.54,8.67
63878,38.39,0,100,14.29,10.26,0,26.32,11.54,,0,30.36
63879,27.2,0,29.75,37.05,16.45,0,1.02,14.56,39.58,5.8,14.97
63880,32,0,47.17,41.33,29.55,0,0,27.94,100,18.33,17.33
63882,17.76,0,28.26,41.22,32.37,0,0,5.91,58.33,10.88,11.51
63962,25.28,0.19,47.06,32.52,14.86,3.11,0.88,10.54,49.19,8.61,12.14
63902,25.28,0.19,47.06,32.52,14.86,3.11,0.88,10.54,49.19,8.61,12.14
63901,25.28,0.19,47.06,32.52,14.86,3.11,0.88,10.54,49.19,8.61,12.14
63932,27.81,0,20.13,31.2,26.54,0,0,29.29,20.43,0,21.71
63933,22.65,0.06,45.44,39.23,26.8,0,3.32,18.1,42.77,5.79,12.72
63934,73.44,0,,32.81,9.38,0,0,51.22,,0,32.81
63935,28.61,0.23,17.01,36.46,18.63,1.27,1.1,18.97,46.58,7.3,13.81
63931,28.61,0.23,17.01,36.46,18.63,1.27,1.1,18.97,46.58,7.3,13.81
63936,11.35,0,57.31,34.64,11.64,1.1,0,3.59,21.28,2.3,19.82
63937,17.03,0,52.1,10.39,15.74,0,1.19,20.81,22.68,4.5,23.9
63939,31.19,0,74.02,37.92,13.31,0,0,34.99,53.25,3.41,24.01
63940,24.35,0,9.21,16.62,8.61,0.42,0,12.85,50.62,5.37,13.48
63941,31.33,0,,6,17.33,0,0,11.4,,0,6
63942,28.13,0,9.68,38.18,15.53,0,0,24.56,75,2.18,14.68
63943,29.34,0,31.65,25.28,5.29,0,0,12.74,83.67,1.69,23.62
63944,34.39,0,16.87,31.72,24.7,0.99,2.74,17.29,41.43,4.18,11.15
63945,25.03,0,23.4,27.53,18.3,0,5.39,33.33,100,5.39,9.64
63951,29.17,0,,31.94,29.17,0,0,55.15,100,0,8.33
63952,30.45,0,18.75,43.86,26.25,0,17.04,32.95,43.75,5.19,20.54
63953,30.02,0,22.93,40.09,15.31,0,3.37,31.29,80.18,13.86,15.47
63954,19.21,0.37,15.63,23.44,21.54,2.58,0,24.48,66.67,10.74,27.13
63955,55.66,0,100,32.08,68.24,0,0,71.53,0,0,0
63956,35.68,0,6.22,27.79,22.54,0,16.75,14.5,23.19,0,16.06
63950,35.68,0,6.22,27.79,22.54,0,16.75,14.5,23.19,0,16.06
63957,31.39,0,14.31,42.1,19.12,0.85,4.78,20.74,42.07,7.66,12.19
63960,18.4,0,44.73,25.86,20.79,0,6.3,13.07,38.31,8.02,15.16
63961,22.4,0,12.92,33.51,29.32,0,5.02,19.7,71.98,4.86,11.76
63964,29.21,0,11.86,80.79,32,3.79,11.24,13.27,100,0,5.9
63965,31.04,0,27.91,34.24,13.6,0.73,2.65,13.61,67.03,14.95,11.25
63966,17.92,0,5.53,18.12,13.93,0,4.94,32.02,15.71,2.74,14.51
63967,26.49,0.79,46.15,28.37,19.35,0,0.66,21.12,22.38,11.42,12.12
64001,20.87,0,18.49,13.45,5.39,0,0,0.54,20.59,0,6.27
64011,22.86,0,33.58,27.49,15.57,0,2.91,31.16,48.44,1.11,10.22
64012,15.67,1.59,37.51,15.72,6.21,3.8,1.39,7.57,42.3,4.26,8.59
64014,10,0.29,33.12,7.27,3.6,2.27,2.62,0.54,28.17,1.94,6.09
64013,10,0.29,33.12,7.27,3.6,2.27,2.62,0.54,28.17,1.94,6.09
64015,9.77,0.15,24.3,10.04,4.77,6.49,2.06,2.47,35.09,4.07,6.86
64016,14.93,0,31.29,13.83,8.55,0.57,0.43,2.68,38.62,1.14,10.17
64017,21.74,0,32.69,17.7,8.75,0,0.79,1.49,0,0,8.7
64018,6.08,0,7.35,6.38,1.04,2.52,0,0,54.81,0,1.99
64019,16.77,0,17.38,7.57,7.54,0,0,22.18,11.46,0.49,5.69
64020,13.49,0.15,33.92,17.5,8.3,4.43,1.16,3.2,36.13,5.2,11.2
64021,19.89,0,13.33,19.19,8.64,0,3.8,5.6,20.83,3.38,9.38
64022,7.38,0,0,6.04,10.87,0,0,20.97,20,0,1.34
64024,13.04,0.57,19.36,17.54,11.08,6.85,1.8,3.36,48.78,4.43,10.13
64073,13.04,0.57,19.36,17.54,11.08,6.85,1.8,3.36,48.78,4.43,10.13
64029,10.83,1.11,19.54,10.24,5.07,1.85,0.92,1.46,36.94,1.47,5.21
64030,16.09,2.14,35.49,22.24,9.83,17.5,2.88,0.21,52.02,6.44,16.43
64034,6.48,0.21,13.65,3.54,2.92,0,0.33,1.11,10.57,1.79,3.75
64035,11.32,0,36.65,32.69,9.62,0,2.29,0.64,40.85,2.54,14.25
64036,8.7,0,31.37,67.54,28.87,0,0,15.06,81.97,0,50.43
64037,16.3,0,42.62,23.68,9.84,9.29,2.1,4.59,47.57,5.86,6.66
64040,12.96,0.18,22.79,19.53,8.81,0.77,6.07,12.67,38.64,5.32,17.44
64048,10.64,0,17.37,2.68,3.62,0.2,2.01,0.65,8.09,1.34,3.15
64051,18.55,0.39,47.94,26.4,10.41,11.8,3.28,1.4,43.42,10.65,13.03
64050,18.55,0.39,47.94,26.4,10.41,11.8,3.28,1.4,43.42,10.65,13.03
64052,15.95,1.84,45.31,26.54,12.57,6.56,3.34,0.51,37.17,5.4,17.39
64053,19.26,0.52,54.48,25.67,22.65,6.9,4.88,0,48.28,11.36,19.62
64054,19.46,0.77,59.75,29.81,16.24,10.16,0,1.2,64.11,5.61,12.51
64055,13.8,1.04,36.97,17.35,8.69,11.12,1.75,4.93,46.16,5.37,10.34
64056,12.88,0.33,53.3,24.76,9.64,3.87,3.26,3.37,51.48,4.64,12.16
64057,17.12,0.6,23.86,8.97,7.56,24.82,2.23,0,50.09,9.56,6.65
64058,13.99,0.34,38.14,9.04,9.42,0,1.78,1.05,27.91,2.7,6.79
64060,7.64,0.6,27.81,8.2,4.51,2.7,1.63,0.98,41.3,4.18,6.38
64061,16.1,0,30.87,11.66,11.16,0,2.11,16.56,45.56,0.89,6.34
64062,11.65,0.23,17.07,8.69,9.22,0.28,2.79,5.64,15.81,1.22,9.97
64063,10.58,0.63,36.96,14.19,4.75,10.07,2.28,0.4,49.24,2.95,5.93
64064,8.5,0.23,22.89,5.98,1.57,5.14,0.75,0.43,30.45,0.61,3.14
64065,0,0,,0,0,0,0,0,0,0,0
64066,16.67,0,0,5.56,18.18,0,0,6.25,0,14.29,27.78
64067,10.33,0.16,28.55,19.4,8,1.37,0,5.94,45.85,7.26,9.63
64069,12.34,0.75,36.33,12.77,5.91,7.26,0.78,4.1,43.62,3.93,6.66
64068,12.34,0.75,36.33,12.77,5.91,7.26,0.78,4.1,43.62,3.93,6.66
64070,8.2,0,16.67,4.79,4,0,0.95,4.21,28.99,3.71,7.46
64071,12.2,0,73.33,16.98,6.01,0,0,4.05,13.89,6.07,8.54
64072,30.38,0,11.11,10.13,32.9,0,0.96,19.09,50,5.26,7.17
64074,18.05,0,72.83,4.07,7.51,0,1.24,3.2,64.15,0.83,10.89
64075,14.2,0.2,32.56,19.51,8.33,1.13,4.29,3.98,49,2.43,5.88
64076,10.56,0.16,21.61,16.01,11.46,0.5,2.69,10.26,14.25,3.76,7.23
64077,10.78,0,22.51,14.68,8.92,0.58,0.42,7.78,31.68,2.11,10.19
64078,13.65,0,18.4,6.89,8.44,0,1.85,0.32,43.05,1.38,6.04
64028,12.39,0,30.85,11.87,3.12,9.51,4.11,0.06,43.05,2.53,3.64
64079,12.39,0,30.85,11.87,3.12,9.51,4.11,0.06,43.05,2.53,3.64
64080,11.95,0.12,20.4,16.13,7.27,1.17,2.53,1.87,56.35,2.67,5.78
64081,10.06,2.05,16.39,6.61,3.38,12.79,0.04,0,50.75,7.82,3.62
64082,7.5,0.45,15.24,3.22,2.44,1.42,0.15,0.13,46.45,1.36,2.15
64083,10.85,0,15.94,8.58,3.13,1.06,1.23,1.96,51.39,3.13,5.58
64084,13.15,0,0,14.27,11.62,0,10.52,5.06,78.95,10.52,10.37
64085,13.58,0,34.41,20.28,14.22,2.46,0,3.35,46.27,9.4,11.15
64002,7.87,0.94,22.24,7.38,2.76,7.59,1.27,0.17,48.74,3.75,5.88
64086,7.87,0.94,22.24,7.38,2.76,7.59,1.27,0.17,48.74,3.75,5.88
64088,18.18,0,44.54,7.29,13.13,0,1.08,1.84,34.78,1.08,6.75
64089,9.49,0.06,16.15,6.6,3.3,0,1.46,0.1,23.62,3.36,3.06
64090,11.69,0,27.59,27.27,13.91,0,0,16.9,100,0,29.87
64092,0,0,0,0,0,0,0,0,0,0,0
64093,11.49,0.12,20.29,25.13,6.12,6.96,1.28,6.61,52.06,6.53,9.47
64096,15.13,1.77,14.81,19.19,11.11,0.57,1.74,6.88,17.42,4.13,12.96
64097,17.81,0,49.33,12.55,6.8,0,2.22,2.37,22.48,6.67,6.59
64098,16.68,0.1,33.06,7.61,5.4,1.35,0.56,0.07,40.53,3.38,3.65
64101,4.84,0,,15.22,6.58,100,71.43,0,0,0,17.99
64102,,0,,,,,,,,,
64199,7.32,0.72,0,14.17,2.77,92.04,2.21,0,33.1,7.96,7.12
64196,7.32,0.72,0,14.17,2.77,92.04,2.21,0,33.1,7.96,7.12
64180,7.32,0.72,0,14.17,2.77,92.04,2.21,0,33.1,7.96,7.12
64105,7.32,0.72,0,14.17,2.77,92.04,2.21,0,33.1,7.96,7.12
64198,11.31,4.37,62.98,49.49,13.4,72.23,3.26,0.23,38.97,26.14,11.27
64187,11.31,4.37,62.98,49.49,13.4,72.23,3.26,0.23,38.97,26.14,11.27
64184,11.31,4.37,62.98,49.49,13.4,72.23,3.26,0.23,38.97,26.14,11.27
64106,11.31,4.37,62.98,49.49,13.4,72.23,3.26,0.23,38.97,26.14,11.27
64999,13.67,2.93,63.69,32.03,12.52,48.8,2.48,0.51,47.27,10.95,10.91
64179,13.67,2.93,63.69,32.03,12.52,48.8,2.48,0.51,47.27,10.95,10.91
64141,13.67,2.93,63.69,32.03,12.52,48.8,2.48,0.51,47.27,10.95,10.91
64108,13.67,2.93,63.69,32.03,12.52,48.8,2.48,0.51,47.27,10.95,10.91
64109,15.02,2.63,24.29,34.53,14.62,27.92,1.47,0.19,54.79,19.62,17.76
64110,11.33,0.68,42.59,28.94,6.12,12.33,0.34,0,55.63,12.14,12.1
64171,7.95,0.84,32.24,20.43,4.38,38.16,1.2,0.17,38.21,14.97,10.93
64111,7.95,0.84,32.24,20.43,4.38,38.16,1.2,0.17,38.21,14.97,10.93
64112,5.6,0.27,17.69,12.08,1.75,60.35,2.28,0.26,40.51,7.92,5.8
64113,5.07,0.18,8.05,3.49,0.9,4.61,0.13,0.13,47.1,0.49,1.81
64114,10.8,0.34,22.12,8.79,2.23,15.44,1.12,0.15,42.31,5.09,8.8
64116,19.16,1.44,49.85,20.98,9.39,23.12,1.44,1.85,53.3,9.22,12.92
64117,13.04,4.36,32.91,24.02,13.64,14.58,1.99,0.34,44.75,5.42,12.19
64188,13.09,1.68,41.18,20.7,7.43,14.55,2.66,2.13,45.49,6.59,11.34
64118,13.09,1.68,41.18,20.7,7.43,14.55,2.66,2.13,45.49,6.59,11.34
64119,12.99,0.95,40.95,12.96,6.57,7.6,1.92,0.85,34.69,2.31,8.05
64120,13.73,2.39,37.7,53.63,18.86,9.33,6.21,0,0,2.76,32.38
64123,11.25,19.23,25.89,28.48,29.75,6.27,5.81,0.5,44.14,14.08,28.21
64191,15.06,12.63,44.21,48.75,31.29,9.2,6.83,0.77,45.59,17.5,30.08
64124,15.06,12.63,44.21,48.75,31.29,9.2,6.83,0.77,45.59,17.5,30.08
64125,19.82,1.51,46.22,52.49,34.98,0,11.62,1.28,56.74,14.65,33.38
64126,14.42,14.78,65.03,53.11,31.1,11.71,4.6,3.68,59.98,23.7,34.23
64127,22.76,6.47,49.75,49.94,26.12,15.49,3.37,0.72,65,25.35,22.7
64121,22.76,6.47,49.75,49.94,26.12,15.49,3.37,0.72,65,25.35,22.7
64128,20.38,1.58,69.94,40.1,19.14,10.08,1.76,0.1,61.59,22.73,19.16
64129,15.34,1.25,52.9,22.68,11.33,8.5,1.41,10.2,51.03,8.92,11.44
64130,17.15,0.72,78.94,32.53,15.29,6.86,1.61,0.3,50.64,19.43,15.71
64197,14.16,0.96,48.09,17.54,8.87,10.72,0.94,0.51,54.54,11.14,9.55
64170,14.16,0.96,48.09,17.54,8.87,10.72,0.94,0.51,54.54,11.14,9.55
64131,14.16,0.96,48.09,17.54,8.87,10.72,0.94,0.51,54.54,11.14,9.55
64132,17.63,1.13,81.84,42.89,16.4,7.05,0.89,0.92,56.05,11.8,16.38
64133,14.74,1.45,38.57,20.84,7.51,10.19,1.02,0.65,53.76,6.91,14.7
64134,14.2,0.86,75.24,33.33,9.97,5.34,2.45,0.55,48.89,8.92,14.61
64136,7.94,5.56,75.58,21.67,5.97,13.83,0,0,41.9,4.35,4.13
64137,9.5,0.67,31.84,19.59,4.21,14.04,2.13,0.4,42.2,5.59,16.92
64138,14.7,1.23,38.11,23.39,7.73,7.81,1.7,0.43,53.78,6.51,11.27
64139,4.15,0.13,18.62,1.62,1.4,4.93,0,0,32.32,1.05,4.28
64148,12.32,0.21,7.53,9.03,3.87,9.19,1.05,0,48.84,3.59,7.16
64145,12.32,0.21,7.53,9.03,3.87,9.19,1.05,0,48.84,3.59,7.16
64146,9.23,0.5,29.68,13.42,3.87,0.55,0,0,7.69,2.17,11.55
64147,3.46,0,100,83.33,32.84,93.18,0,0,60.58,43.41,10.8
64149,12.58,0,0,36.23,4.62,0,0,0,0,10.05,1.95
64168,21.43,1.49,30.44,23.24,8.25,19.88,1.86,1.8,50.46,10.51,7.2
64150,21.43,1.49,30.44,23.24,8.25,19.88,1.86,1.8,50.46,10.51,7.2
64151,11.28,0.77,27.54,9.9,5.13,21.9,1.47,0.34,33.13,4.18,7.49
64195,11.69,0.81,11.02,7.13,2.93,1.52,0.29,0.12,34,3.53,4.04
64152,11.69,0.81,11.02,7.13,2.93,1.52,0.29,0.12,34,3.53,4.04
64153,14.95,1.22,29.83,5.41,3.25,33.64,6.03,0,26.07,5.45,4.05
64190,11.24,0.65,15.81,6.54,2.49,17.03,1.89,0,29,3.8,6.11
64154,11.24,0.65,15.81,6.54,2.49,17.03,1.89,0,29,3.8,6.11
64155,10.91,0.82,16,10.03,4.56,11.7,0.73,0.12,48.57,1.99,6.25
64156,6.64,0.81,18.91,5.94,3.13,2.95,3.14,8.93,27.3,2.29,2.67
64157,5.64,1.06,19.01,6.35,3.66,1.72,0.55,1.73,48.38,0.43,1.98
64158,7.81,1.29,11.62,5.41,3.18,42.1,0,0,41.69,1.56,4.09
64162,19.94,0,56.9,25.51,19.83,0,0.71,0,46.15,2.86,14.74
64161,19.94,0,56.9,25.51,19.83,0,0.71,0,46.15,2.86,14.74
64144,19.94,0,56.9,25.51,19.83,0,0.71,0,46.15,2.86,14.74
64163,40.78,2.62,77.59,26.07,13.49,45.52,1.51,13.79,54.69,8.46,18.72
64164,15.18,0,0,11.61,0,0,0,0,,0,0
64165,0,0,0,0,0,0,0,0,,0,0
64166,8.54,0,0,0,0,0,0,0,,0,0
64167,16.91,0,65.52,9.18,0,0,0,0,,0,22.46
64401,13.91,0,14.05,11.52,3.87,0.37,3.8,13.52,40,5.59,6.06
64402,17.68,0,19.77,23.25,11.6,1.86,3.06,8.55,19.11,4.8,11.23
64420,10.94,0,0,9.38,0,0,0,39.58,,0,9.38
64421,22.65,0,19.5,20.24,18.13,0,0.49,23.76,15.52,7.8,10.34
64422,7.93,0,14.84,8.11,2.32,0,0,9.43,0,1.05,0.72
64423,15.54,0.26,13.79,8.14,2.25,2.66,2.99,10.37,1.82,3.89,11.53
64424,22.4,0,43.53,26.41,9.99,4.38,2.01,4.9,61.65,8.81,5.35
64426,31.89,0,62.82,21.64,6.23,0,0,14.08,61.54,6.17,7.52
64427,19.89,0,19.79,13.8,9.76,0.72,1.29,10.87,8.77,3.86,9.32
64428,8.9,0,43.68,34.64,14.25,1.82,2.49,11.55,30.3,3.73,26.4
64429,11.92,0.16,17.81,20.18,12.58,3.48,0.81,5.6,30.37,7.19,7.68
64430,19.39,0,9.4,26.28,6.8,0,0,5.34,56.52,1.55,4.08
64431,10.68,0,4.62,7.02,2.82,1.23,0,12.76,22.22,3.41,6.1
64432,27.71,0,25,45.78,6.67,0,0,0,0,0,0
64433,11,0,100,59.56,3.82,0,0,0,100,0,4.47
64434,13.45,0,19.23,13.36,4.23,0,3,5.69,36.84,2,6.63
64436,13.97,0,6.51,5.91,2.81,0,0.53,1.25,18.87,3.7,3.77
64437,23.63,0,53.49,21.61,10.19,0.15,0.45,10.51,5.56,2.71,5.49
