ZIPCODE,SVI_HC_Disability,SVI_HC_English,SVI_HH_SingleParent,SVI_SS_Poverty,SVI_SS_No_HS,SVI_HT_MultiUnit,SVI_HT_Crowding,SVI_HT_MobileHomes,SVI_SS_HousingBurden,SVI_HT_NoVehicle,SVI_SS_No_Health_Ins
65239,10.68,0,19.43,11.15,3.9,0,0.55,30.94,34.21,0.69,4.66
65240,14.33,0,21.31,16.27,5.23,0.32,2,11.57,28.47,2.82,3.23
65243,10.62,2.14,10.03,34.62,13.05,0.75,5.28,24.95,56.36,9.88,29.67
65244,9.66,0,54.67,20.17,3.6,0,0,5.68,100,4.24,3.69
65246,12.5,0,,33.33,8.33,0,0,26.67,,5,0
65247,9.81,0,13.02,7.13,0,0,12.89,28.57,0,3.52,4.24
65248,13.73,0,41.16,23.64,8.53,1.81,0.88,11.04,46.75,3.25,6.04
65250,15.01,0,43.93,24.95,24.41,0,0,35.64,46.15,0.53,7.19
65251,14.13,0.16,21.82,15.46,12.71,3.6,0.55,11.32,40.62,4.35,10.27
65254,18.04,0.46,20.37,13.51,7.67,1.28,0,13.74,37.86,2.12,8.71
65255,13.67,0,49.11,19.04,10.98,0.85,2.46,18.09,46.47,4.46,10.92
65256,10.18,0,11.36,9.76,6.74,0,3.28,21.57,46.67,2.37,3.96
65257,11.28,0,13.52,15.55,14.07,0,1.77,26.2,41.67,0.96,14.64
65258,21.96,0.57,17.82,11.33,15.63,0,1.68,7.92,26.09,7.14,10.34
65259,19.8,0,22.93,14.01,11.06,3.24,0,21.38,27.69,2.94,6.86
65260,25.39,0,41.38,18.65,14.63,0,0,39.77,0,0,20.47
65261,10.78,0,10.88,24.66,8.09,1.1,1.8,17.88,16.46,6.96,19.36
65262,4.52,0,11.11,13.42,14.29,0,0,15.38,17.24,3.69,3.42
65263,17.74,0.21,19.7,27.03,14.19,1.38,1.72,22.71,20.51,6.57,13.93
65264,6.29,0,8.4,38.05,6.68,0,0,33.67,25,0.83,4.19
65265,19.88,0.81,35.38,23.18,12.98,2.42,1.22,3.56,38.87,6.35,12.44
65270,17.26,0.06,37.61,28.74,12.04,3.01,0.7,7.83,43.36,6.62,10.73
65274,20.33,1.29,17.7,19.49,13.26,0.36,0.79,10.92,30.71,6.04,8.25
65275,11.79,0,54.86,17.56,8.41,3.24,0.39,10.19,40.43,4.8,4.55
65276,15.36,0,31.78,17.37,10.2,0.13,0,13.13,14.71,7.25,10.91
65278,26.25,0,100,21.25,13.7,0,0,28.57,45.45,0,2.5
65279,8.51,1.12,0,5.4,3.37,0.22,0,11.73,29.17,1.66,3.95
65280,9.17,0,45.45,4.14,18.18,0,2.36,23.13,20,0,7.69
65281,21.86,0,18.33,19.97,8.97,1.04,1.18,4.02,41.51,5.11,8.44
65282,35.96,0,,57.89,4.39,0,0,45.45,,0,0
65283,13.91,0,100,20.95,5.38,0,0,37.9,100,3.4,0
65284,15.07,0.9,17.77,7.51,9.59,0,0.55,11.45,37.31,4.18,6.02
65285,33.81,0,0,10.71,6.88,0,0,16.44,,0,5
65286,41.54,0,91.49,3.08,8.43,0,0,17.72,0,0,10.77
65287,30.63,0,80.56,13.38,8.19,0,1.41,4.97,100,1.41,0.7
65302,16.65,2.34,29.66,24.14,12.5,6.19,1.59,4.08,42.95,7.84,13.13
65301,16.65,2.34,29.66,24.14,12.5,6.19,1.59,4.08,42.95,7.84,13.13
65305,3.55,1.23,9.65,18.05,5.11,0,1.51,0,34.57,0,2.55
65320,37.84,0,100,5.41,0,0,0,0,0,4.17,5.41
65321,17.93,0,7.27,12.04,5,0,2.41,10.95,45.45,0.6,1.12
65322,15.82,0,35.26,18.47,6.56,0,0.94,9.35,60,2.35,15.98
65323,18.41,0.5,21.17,29.24,13.85,0.27,1.19,14.91,39.39,4.18,13.3
65324,27.88,0,100,12.04,9.28,4.43,1.26,9.41,40.79,5.23,8.05
65325,19.05,0,10.57,21.06,9.95,1.89,1.39,9.45,45.05,5.56,5.98
65326,34.41,0,49.45,32.31,11.13,0,1.18,21.37,20.45,4.73,10.81
65329,7.54,0,0,24.58,16.3,0,1.68,21.08,0,17.65,14.8
65330,19.88,0.62,20.98,22.31,14.24,0,2.72,14.41,63.64,5.98,7.3
65332,15.38,2.49,20.15,16.03,5.73,0,3.1,10.76,35.14,1.31,6.31
65333,14.13,0,24.69,15.06,11.06,0,0,14.84,38.89,0,4.46
65334,11,3.26,1.95,13.59,6.85,0,2.49,5.99,0,1.13,9.52
65335,48.89,0,,55.64,25.78,0,0,4.35,100,1.54,5.19
65336,13.11,0.64,30.51,16.63,6.61,0.97,0.88,9.12,37.82,5,7.28
65337,11.66,7.69,31.3,26.39,19.43,0,1.05,6.75,36.45,2.56,12.93
65338,24.38,0,35.25,27.4,20,1.25,0.59,23.89,51.08,8.5,12.06
65339,18.32,0,36.67,16.58,10.29,0,0,1.34,0,1.29,7.07
65340,16.55,4.56,38.14,25.83,16.85,4.15,1.43,6.44,45.76,6.04,8.72
65344,16.95,0,44.19,17.51,4.96,0,0,17.32,20,1.32,0.56
65345,10.6,0,7.81,7.45,5.61,0,0,5.26,0,0,2.29
65347,14.16,0,22.22,16.2,10.26,0,0.54,12.86,13.89,0.27,7.73
65348,18.08,3.57,22.71,29.1,26.02,0.31,1.05,24.5,52.44,6.84,18.08
65349,27.01,1.24,25.39,30.15,15.97,8.28,0.71,4.68,67.63,12.04,5.16
65350,14.4,2.38,19.39,16.17,10.98,0,4.82,8.13,13.1,4.4,10.91
65351,14.61,0.13,11.73,12.2,11.67,4.38,1.8,8.11,21.58,5.29,10.9
65327,14.61,0.13,11.73,12.2,11.67,4.38,1.8,8.11,21.58,5.29,10.9
65354,8.03,0,11.02,6.29,9.11,0,0.4,1.97,24.47,2.38,62.54
65355,29.42,0,33.83,25.21,11.76,1.07,3.05,27.5,60.45,5.37,9.35
65360,26.52,0.98,14.57,34.1,20.66,1.14,4.17,12.94,43.77,13.33,24.45
65532,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65409,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65402,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65401,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65436,33.33,0,,0,27.78,0,0,0,,0,0
65546,22.58,0,50.91,40.23,16.01,0,7.83,34.29,68.84,4.47,26.3
65438,22.58,0,50.91,40.23,16.01,0,7.83,34.29,68.84,4.47,26.3
65439,37.86,0,0,12.86,30.53,0,0,23.64,,0,12.86
65440,11.64,0,0,6.51,20.46,0,50.64,25.1,,0,45.21
65441,18.67,0.51,23.33,25.05,14.87,0,1.64,15.65,34.9,5.95,10.11
65443,12.63,0,0,0,0,0,0,0,,0,0
65444,32.75,0,56.41,43.44,13.59,0,0,37.28,8.64,0,17.42
65446,11.51,0,0,11.51,18.83,0,0,23.53,0,0,20.5
65449,28.7,0,,37.39,8.7,0,0,18.65,0,0,18.7
65452,19.06,0,23.93,23.81,8.35,2.09,0,14.76,28.27,2.54,15.66
65453,20.7,0.95,34.12,28.46,17.63,2.44,1.47,11.37,51.74,7.33,17.03
65456,36.13,0,0,63.09,38.89,0,15.15,30.65,100,0,7.03
65457,57.61,0,,5.35,3.43,0,0,15.09,0,0,2.88
65459,16.56,0.76,24.79,21.67,12.52,0.34,4.41,18.43,48.17,7.25,13.24
65461,38.68,0,100,0,3.19,0,0,0,0,0,0
65462,28.46,0.71,30.1,21.98,12.51,0,0,21.99,30.77,1.09,10.91
65463,6.07,0,34.02,16.41,17.8,0,2.92,9.11,0,2.92,15.91
65464,41.83,0,37.93,33.65,30.97,0,0,37.54,,0,20.99
65466,21.6,0,43.73,47.67,15.56,0,3.68,17.29,8.94,1.23,11.67
65468,,0,,,,,,,,,
65470,13.12,0,20.78,15.44,7.39,0,0,23.43,5.88,1.28,9.6
65473,6.94,2.16,10.1,19.87,1.31,1.87,2.19,0.09,25.81,6.05,5.43
65479,60.14,0,,16.08,53.38,0,0,0,,0,6.99
65483,26.3,0,40.46,33.87,15.28,2.45,1.64,10.97,54.73,11.04,15.76
65484,39.71,0,,0,22.06,0,0,0,,0,0
65486,13.16,0,16.84,17.01,8.46,0,1.4,9.53,37.58,1.48,13.73
65501,34.65,0,,0,24.41,0,0,29.9,,0,13.39
65529,0,0,0,0,21.22,0,0,0,,0,0
65534,24.73,0,85.78,39.17,6.02,0,0,24.02,0,0,7.42
65535,22.83,0,15.1,18.39,20.82,0.64,5.15,33.98,34.12,3.24,16.61
65536,19.11,0.16,23.94,25.26,14.65,4.06,1.59,17.48,35.24,7.1,10.37
65541,22.87,0,0,13.31,2.34,0,0,17.09,,0,13.65
65542,22.01,0.55,11.07,36.75,20.74,2.45,3.93,18.35,36.77,12.55,23.71
65543,6.23,0,100,31.14,0,0,0,15.85,0,0,6.23
65548,20.34,0,24.01,34.21,19.32,0.39,6.76,15.5,40.79,4.18,16.72
65550,26.33,0,27.08,28.69,21.11,1.06,0.43,12.15,45.29,2.67,11.85
65552,22.7,0,44.57,35.5,7.2,0,0.12,8.99,90.15,0,10.93
65555,26.08,0,14.76,33.61,15.25,0,5.17,33.15,28.77,4.31,17.82
65556,24.82,0,19.22,30.18,15.11,0.74,3.65,28.33,17.94,4.02,13.88
65557,55.67,0,0,0,25.3,0,0,0,,0,0
65559,18.07,0.78,31.64,25.03,14.51,1.59,2.45,8.62,53.46,6.34,10.08
65560,21.54,0.04,30.48,30.13,16.97,0.56,2.92,19.54,43.58,6.2,14.12
65564,35.51,0,0,0,0,0,0,0,0,0,0
65565,27.24,0,26.95,22.41,21.62,0,1.45,22.42,43.63,5.1,16
65566,23,0,16.07,24.48,13.46,0.75,1.26,7.25,35.29,8.83,5.17
65567,28.71,0,21.64,26.32,12.04,0,0.14,53.41,19.41,16.76,22.62
65570,16.79,0.46,0,27.93,12.43,0,0,39.55,87.5,0.34,15.9
65571,17.93,0,4.49,39.9,22.25,0.3,5.55,15.51,41.05,10.55,28.27
65580,25.81,0,0,3.66,17.81,0,0,17.94,0,0,7.53
65582,19.04,0,28.92,21.46,12.59,2.39,1.22,12.86,43.27,4.99,11.26
65583,16.82,0,41.2,20.83,6.18,2.4,1.34,7.39,30.17,4.62,9.41
65584,19.14,1.46,19.44,20.62,5.56,5.95,5.81,10.29,39.7,2.1,9.81
65586,53.09,0,,0,0,0,0,0,,0,0
65588,36.82,0,34.8,29.47,25.3,0,3.5,24.8,48.6,5.54,17.53
65589,61.84,0,,88.16,17.11,0,0,38.89,100,0,26.32
65590,37.18,0,13.82,21.32,4.52,0,0,33.33,8.16,11.09,10.71
65591,10.99,0,0,35.69,13.7,0,4.62,32.53,33,2.73,13.97
65601,10.43,0,37.08,25.32,4.73,0,6.91,9.69,40.91,0.92,1.7
65603,14.69,0,0,6.99,13.71,0,0,6.25,23.08,0,34.97
65604,19.04,0,15.5,22.46,11.49,1.18,3.1,7.52,61.81,12.2,11.89
65605,21.83,0.64,19.89,22.6,16.56,1.81,2.73,11.08,43.59,4.97,15.65
65606,28.46,0,42.86,37.52,20.65,0.19,2.08,22.48,74.62,3.99,18.26
65608,17.44,0.98,20.3,22.49,17.02,0.91,1.66,9.55,43.99,2.44,12.9
65609,37.34,0,41.73,40.58,22.89,0,0,24.47,46.67,21.2,13.41
65610,15.03,0,15.93,14.53,11.95,0.13,2.1,10.94,37.12,1.49,8.68
65611,22.14,0,22.36,39.07,8.95,7.65,5.51,14.21,63.49,2.57,13.75
65612,11.61,0,0,5.5,12.63,0,0,9.91,0,0,5.3
65613,14.6,0,39.39,27.32,9.36,4.38,0.73,10.29,50.36,7.52,14.09
65614,17.28,0,28.57,23.66,8.46,0,0,8.37,86.96,3.21,8.54
65615,16.42,0.65,28.63,21.83,9.65,22.77,2.35,8.56,39.7,4.54,16.2
65616,16.42,0.65,28.63,21.83,9.65,22.77,2.35,8.56,39.7,4.54,16.2
65617,15.47,0,2.04,43.48,5.32,0,4.13,4.67,58.11,0,45.07
65618,32.33,0,,0,38.52,0,0,0,,0,19.55
65619,11.67,0.39,17.2,7.78,5.04,4.41,1.54,9.46,6.65,0.68,3.28
65620,7.93,0,0,0,11.04,0,39.74,0,,0,13.66
65622,23.76,0.22,43.05,34.23,18.4,1.41,1.21,13.92,44.7,4.79,14.68
65623,0,0,100,33.33,0,0,0,0,0,0,0
65624,12.09,2.54,0,21.43,4.44,0,0,14.25,43.48,0,6.66
65625,16.86,1.24,32.13,28.96,16.23,0.9,6.06,19.31,52.11,6.34,11.59
65626,20.95,0,40.31,41.27,23.45,0,2.72,32.38,24.39,14.57,7.73
65627,36.18,0,0,46.75,10.18,0,5.65,30.59,14.75,3.27,3.06
65629,21.86,0,55.06,30.59,18.35,0,6.39,16.62,48,1.5,11.23
65630,10.69,0.32,9.76,4.4,0.74,0,1.32,0,0,0,1.57
65631,10.51,0.1,13.52,21.48,11.3,1.15,5.21,3.02,57.76,2.02,7.54
65632,13.17,0,22.14,19.94,10.6,1.3,1.33,20.28,21.6,6.44,9.72
65675,11.8,0.29,14.18,34.65,16.61,1.72,0.74,16.16,60.18,4.15,15.85
65633,11.8,0.29,14.18,34.65,16.61,1.72,0.74,16.16,60.18,4.15,15.85
65634,20.47,0,100,16.67,5.6,0,0,34.8,80,7.33,53.86
65635,17.49,0,26.67,21.5,4.88,0,0,12.61,0,1.06,9.63
65637,9.9,0,3.43,32.31,15.66,0,5.5,20.67,15.56,5.5,14.49
65638,30.46,0,13.59,16.29,11.11,0,0,11.68,0,3.54,9.12
65640,6.45,0.92,1.5,16.29,12.34,0,4.5,12,0,9.32,18.12
65641,20.8,0,0,17.74,8.77,0,0,17.55,0,2.43,6.44
65644,17.6,0,0,25.24,9.8,0,3.3,20,14.47,7.35,7.22
65646,18.64,0,31.64,21.33,12.28,0,0.13,26.58,34.55,1.59,9.72
65647,16.1,2.31,29.97,26.34,17.34,0,6.34,14.39,41.56,2.48,12.85
65648,16.54,0,7.16,24.68,4.47,0,2.91,10.39,43.67,2.09,14.16
65649,18.7,0.23,32.09,25.56,15.19,0,0.77,16.18,65.99,0.26,9.57
65650,20.03,6.88,11.83,17.69,19.62,0,4.55,33.86,4.55,7.13,33.26
65652,14.42,0.98,14.61,22.39,10.31,0.36,1.46,15.97,30.9,3.77,9.87
65653,22.91,0,20.85,27.9,10.98,11.84,4.48,18.14,37.21,7.12,11.98
65654,19.27,3.16,5.41,16.82,18.75,1.34,0,10.07,44.19,5.8,3.98
65666,33.21,0,5.99,39.91,18.04,0.89,3.04,12.94,48.2,3.92,21.29
65655,33.21,0,5.99,39.91,18.04,0.89,3.04,12.94,48.2,3.92,21.29
65656,21.94,0,13.33,24.64,9.38,0.74,1.16,18.9,40.74,4.09,13.04
65657,11.94,0,0,46.52,25.58,0,30.11,4.67,100,0,0
65658,16.79,0,88.24,12.68,4.59,0,0,17.57,45.71,0.56,4.47
65660,5.41,0,58.33,18.47,6.81,0,0,31.1,,0,9.91
65661,19.65,0.26,34.21,37.2,14.58,0.77,4.73,15.99,36.64,8.65,12.44
65662,20.89,0,16.81,24.23,16.56,0,4.85,43.1,100,0,14.3
65663,12.47,1.1,17.46,31.74,21.49,0,9.73,23.52,21.58,5.62,16.82
65664,34.75,0,11.76,65.25,29.87,0,15.56,34.78,75,0,12.77
65667,18.42,1.27,15.46,35.76,27.2,0.25,6.75,15.74,75.22,15.61,21.49
65668,16.97,0,9.48,31.04,12.28,0,1.45,39.07,78.19,3.25,7.54
65669,16.93,0,36.46,13.41,9.46,0,4.3,15.13,20,0.37,11.18
65726,10.41,0,22.11,16.1,7.01,15.21,2.27,11.04,47.83,1.49,15.53
65672,10.41,0,22.11,16.1,7.01,15.21,2.27,11.04,47.83,1.49,15.53
65674,17.7,0,42.12,36.16,17.24,0.98,9.39,27.55,27.01,5.35,10.53
65676,25.96,0,58.02,32.73,21.59,0,0,29.83,20.59,8.7,13.54
65679,15.18,0,49.22,26.74,7.08,1.51,1,22.73,57.93,2.62,17.85
65680,29.94,0,57.76,32.01,24.03,0,0,36.36,55.17,3.31,26.71
65681,15.11,0,16.97,10.71,11.4,0,0,10.42,60,3.46,9.11
65682,10.1,0.35,17.53,24.77,9.41,2.51,2.55,7.3,35.62,4.03,10.98
65685,28.63,0,22.67,39,12.74,0,0,29.64,53.85,7.84,12.75
65686,20.13,0,43.53,19.51,9.04,6.63,0.21,9.86,37.17,4.6,5.94
65689,19.09,0,30.18,34.78,14.4,1.91,1.77,8.24,44.1,7.1,17.53
65690,62.72,0,,64.5,10,0,0,31.75,100,0,14.2
65692,25.53,0,32.03,32.07,21.46,0,0.6,14.24,73.53,1.21,18.05
65702,22.12,0,0,19.47,8.98,1.88,0,11.88,100,0,10.03
65704,21.13,0,35.48,28.36,15.75,0.66,0,10.98,46.72,7.47,18.8
65705,15.28,0,27.78,16.91,12,0.16,5.5,14.26,25.34,5.24,9.45
65706,14.1,0.16,24.92,19.01,10.03,2.01,3.22,5.68,37.01,3.79,8.3
65707,18,0,22.47,17.15,9.04,0,3.88,15.14,43.48,3.74,16.33
65708,10.56,7.04,25.42,26.2,16.12,2.31,5.06,8.93,51.72,2.2,11.45
65710,19.92,0.8,34.56,14.01,16.89,0.17,9.81,4.98,21.24,5.22,10.72
65711,23.63,1.65,39.57,29.76,16.19,1.98,0,12.56,50,5.4,10.19
65712,19.25,0,22.61,22.82,14.78,1.29,1.61,6.83,36.38,7.37,13.15
65713,15.74,0,21.01,23.69,19.86,0,2.44,23.2,30.89,3.78,9.33
65714,13.1,0.87,27.34,14.75,7.07,3.95,2.92,2.36,41.1,1.65,9.28
65715,62.5,0,,31.25,50,0,0,0,,0,0
65717,12.42,0,17.64,25.47,12.34,0,3.28,9.89,23.84,10.92,18.55
65720,27.98,0,29.82,49.07,21.94,0,4.86,18.25,57.14,0.51,16.55
65721,13.38,0.79,21.53,16.57,6.48,3.98,3.18,3.65,32.86,2.92,7.67
65722,14.22,0,6.83,16.89,7.48,0,0.55,35.85,6.82,0,8.18
65723,11.12,2.32,34.78,33.64,15,0.48,4.83,13.8,20.47,1.58,19.3
65724,49.41,0,,18.73,11.63,0,0,49.63,22.22,6.08,7.46
65725,11.78,0,19.68,6.38,4.15,0,1.16,4.83,25.89,2.16,8.53
65727,31.14,0,,16.17,8.38,0,0,0,,0,0
65728,,0,,,,,,,,,
65729,15.38,0,,15.98,0,0,0,0,,0,0
65730,0,0,,0,0,0,0,0,,0,0
65731,16.8,0,25.58,36.4,17.39,0,0,26.5,38.3,0,17.6
65732,20.62,0,13.52,18.17,12.82,0.62,0,15.46,54,3.43,12.71
65733,29.78,0,28.41,40.93,15.75,0,5.51,35.03,100,5.51,11.94
65734,19.5,3.67,45.84,30.88,29.39,0.21,2.08,23.6,40.79,5.74,5.72
65735,8.85,0,0,62.83,0,0,0,12.73,86.21,6.52,7.96
65737,23.91,0.05,7.79,24.26,13.03,4.79,2.66,14.01,40.53,5.89,10.86
65738,14.22,0,35.67,21.85,6.95,9.27,2.57,3.37,51.82,2.86,8.99
65739,25.78,1.35,21.74,22.15,6.49,14.66,0,13.12,0,0,13.73
65673,25.78,1.35,21.74,22.15,6.49,14.66,0,13.12,0,0,13.73
65740,20.56,0.24,52.07,36.45,13.54,4.86,5.09,26.11,47.45,4.61,22.32
65742,10.95,0.72,26.41,18.5,6.68,1.58,0.4,8.61,34.5,2.64,12.21
65744,11.63,0,0,10.47,6.06,0,0,20,0,0,0
65745,15.14,0.08,18.85,40.59,21.73,0,8.52,32.97,30.61,5.13,33.94
65746,12.41,6.72,10.02,43.25,26.18,2.33,12.87,12.93,51.06,16.09,40.61
65636,12.41,6.72,10.02,43.25,26.18,2.33,12.87,12.93,51.06,16.09,40.61
65747,14.92,1.36,23.66,25.03,7.31,0,0,16.73,32.05,1.71,5.34
65752,16.84,0,28.57,8.42,2.65,4.65,0,16.86,10.71,5.92,15.79
65753,18.29,0.38,27.74,20.96,9.21,0,1.84,9.87,44.97,3.96,9.96
65754,7.4,0,20.48,13.08,9.02,0,0,7.08,100,6.19,6.37
65755,21.38,0,67.27,10.4,2.7,0,0,24.44,0,0,3.51
65756,28.12,0,55.22,14.76,11.86,0,6.01,26.89,30.77,0.71,11.53
65757,8.65,0.07,26.01,14.71,6.27,0.81,1.31,5.86,40,3.02,5.34
65759,17.33,0.18,28.44,25.39,14.54,0,9.98,29.13,26.87,3.18,12.98
65760,33.38,0,0,32.55,28.55,0,5.57,18.79,0,0,10.8
65761,35.53,0,0,45.05,14.13,0,0,14.36,58.82,4.68,10.27
65762,22.11,0,58.54,45.98,15.22,0,0,11.4,0,8.67,14.82
65764,16.83,0,14.77,37.62,27.85,0,7.19,31.34,60.87,12.99,41.16
65766,19.1,0,100,29.21,50.63,0,0,37.86,,15,43.82
65767,26.14,0.91,60.78,28.2,7.03,0,0,30.62,56.86,4.35,11.71
65768,27.78,0,2.31,38.89,14.17,0,2.79,16.94,86.67,5.59,7
65769,20.96,4.14,37.87,41.17,20.87,0.34,1.39,20.46,37.67,7.62,17.8
65770,14.23,0.44,10.61,16,15.82,0.08,0.89,13.21,59.66,4.28,9.92
65645,14.23,0.44,10.61,16,15.82,0.08,0.89,13.21,59.66,4.28,9.92
65771,13.41,0.57,16.05,12.48,4.08,0,0,5.84,,4.2,6.12
65772,15.84,0,40.76,27.53,12.61,0,6.64,22.45,20.27,1.78,18.14
65773,8.85,0,0,40.46,6.36,7.9,0,24.32,100,4.31,10.34
65741,8.85,0,0,40.46,6.36,7.9,0,24.32,100,4.31,10.34
65774,16.55,0,17.46,30.54,14.81,0,0.96,18.33,70.83,1.73,14.87
65775,19.16,0.24,19.61,31.19,12.08,3.58,1.17,13.81,41.23,6.32,15.8
65688,19.16,0.24,19.61,31.19,12.08,3.58,1.17,13.81,41.23,6.32,15.8
65777,56.8,0,0,70.8,0,0,0,21.77,,0,40.8
65778,25.48,0,31.82,43.68,16.42,0,2.31,22.52,100,13.43,18.84
65779,24.57,0,36.21,24.02,11.09,0,3.3,41.16,36.45,0,9.4
65781,12.46,0.36,13.23,13.58,5.91,6.55,2.26,4.7,40.32,1.1,6.87
65783,31.55,0,0,24.4,0,0,10.71,0,0,0,4.17
65784,20.83,0,,41.67,58.33,0,0,35.71,100,50,20.83
65785,22.37,0,16.52,25.03,13.71,1.94,1.21,27.09,38.94,4.53,12.21
65607,22.37,0,16.52,25.03,13.71,1.94,1.21,27.09,38.94,4.53,12.21
65786,18.43,0.26,23,14.69,6.9,4.27,1.47,18.25,10.99,1.34,10.84
65787,16.06,0.67,7.95,17.82,4.37,0,0,6.17,60.58,4.32,8.19
65788,14.45,0,24.74,9.14,3.95,0,0,16.88,100,0,18.29
65789,20.57,0,41.64,39.93,11.04,0,0,34.34,69.33,8.58,12.61
65790,21.69,0,0,56.91,8.41,0,0,28.19,100,3.23,11.05
65791,19.82,0,20.88,37.56,10.82,0.22,3.83,10.89,62.37,4.41,14.47
65793,27.82,1.02,22.02,27.73,12.73,2.34,2.92,16.12,29.34,9.98,13.4
65805,15.28,0.73,33.05,30.06,12.35,7.11,3.59,3.47,49.85,8.3,14.62
65802,15.28,0.73,33.05,30.06,12.35,7.11,3.59,3.47,49.85,8.3,14.62
65801,15.28,0.73,33.05,30.06,12.35,7.11,3.59,3.47,49.85,8.3,14.62
65898,19.37,0.34,31.67,30.07,10.57,9.31,1.85,3.49,48.16,10.9,13.65
65803,19.37,0.34,31.67,30.07,10.57,9.31,1.85,3.49,48.16,10.9,13.65
65899,15.29,0.28,29.5,20.8,3.42,16.92,1.51,2.38,48.98,6.49,8.27
65890,15.29,0.28,29.5,20.8,3.42,16.92,1.51,2.38,48.98,6.49,8.27
65814,15.29,0.28,29.5,20.8,3.42,16.92,1.51,2.38,48.98,6.49,8.27
65808,15.29,0.28,29.5,20.8,3.42,16.92,1.51,2.38,48.98,6.49,8.27
65804,15.29,0.28,29.5,20.8,3.42,16.92,1.51,2.38,48.98,6.49,8.27
65806,19.79,1.03,43.08,59.45,14.94,39.97,5.69,0.56,60.69,17.74,20.39
65897,13.64,0.63,41.73,25.36,6.13,23.06,2.91,0.67,50.15,7.39,12.93
65817,13.64,0.63,41.73,25.36,6.13,23.06,2.91,0.67,50.15,7.39,12.93
65807,13.64,0.63,41.73,25.36,6.13,23.06,2.91,0.67,50.15,7.39,12.93
65809,10.12,0.22,13.32,5.55,1.49,2.8,0.97,1.15,50.83,3.67,4.56
65765,10.12,0.22,13.32,5.55,1.49,2.8,0.97,1.15,50.83,3.67,4.56
65810,11.07,2,12.45,8.74,3.91,11.5,2.92,0.4,32.03,3.84,6.34
